OCLC_number,digitizedBySefaria,language,license,title,updated_version_source,versionSource,versionTitle,purchaseInformationURL,image url,update image
646884569,FALSE,en,CC-BY,Siftei Chakhamim,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,TRUE,he,CC-BY-NC,Onkelos Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,TRUE,he,CC-BY,Siftei Chakhamim,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,TRUE,he,CC-BY-NC,Onkelos Deuteronomy,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,TRUE,he,CC-BY-NC,Onkelos Numbers,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,TRUE,he,CC-BY-NC,Onkelos Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,TRUE,he,CC-BY-NC,Onkelos Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Sforno on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Ibn Ezra on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,HaKtav VeHaKabalah,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Malbim on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Ramban on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Radak on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Haamek Davar on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Daat Zkenim on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Or HaChaim on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Chizkuni,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Kli Yakar on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Rabbeinu Bahya,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Targum Jonathan on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Abarbanel on Torah,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Ibn Ezra on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Rashbam on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Kitzur Baal Haturim on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Alshich on Torah,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Gur Aryeh on Bereishit,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Onkelos Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Rashbam on Genesis,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Torah Temimah on Torah,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Akeidat Yitzchak,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Daat Zkenim on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Gur Aryeh on Shemot,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Malbim on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Meshech Hochma,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Or HaChaim on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Ramban on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Targum Jonathan on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Haamek Davar on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Kli Yakar on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Sforno on Exodus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Daat Zkenim on Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Gur Aryeh on Vayikra,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Haamek Davar on Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Ibn Ezra on Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Kitzur Baal Haturim on Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Kli Yakar on Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Onkelos Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Or HaChaim on Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
646884569,FALSE,en,CC-BY,Ramban on Leviticus,https://www.nli.org.il/en/books/NNL_ALEPH002691623/NLI,http://primo.nli.org.il/primo_library/libweb/action/dlDisplay.do?vid=NLI&docId=NNL_ALEPH002691623,"Yalkut, Sifsei Chachomim Chumash, Metsudah Publications, 2009",https://www.israelbookshoppublications.com/store/pc/Sifsei-Chachamim-Chumash-Vol-1-p482.htm,https://www.israelbookshoppublications.com/store/pc/catalog/M186.gif,
