ref,type
Avodah Zarah 25b:6-26a:3,Sugya
Avodah Zarah 26a:4,Mishnah
Avodah Zarah 26a:5-8,Sugya
Avodah Zarah 26a:9-11,Sugya
Avodah Zarah 26a:12-26b:5,Sugya
Avodah Zarah 26b:6-7,Sugya
Avodah Zarah 26b:8-27a:7,Sugya
Avodah Zarah 27a:8-14,Sugya
Avodah Zarah 27a:15,Mishnah
Avodah Zarah 27a:16-27b:1,Sugya
Avodah Zarah 27b:2-11,Sugya
Avodah Zarah 27b:12-28a:1,Sugya
Avodah Zarah 28a:2-9,Sugya
Avodah Zarah 28a:10-12,Sugya
Avodah Zarah 28a:13-28b:3,Sugya
Avodah Zarah 28b:4-7,Sugya
Avodah Zarah 28b:8-29a:8,Sugya
Avodah Zarah 29a:9-15,Sugya
Avodah Zarah 29b:1-9,Mishnah
Avodah Zarah 29b:10-13,Sugya
Avodah Zarah 29b:14-30b:10,Sugya
Avodah Zarah 30b:11-31a:9,Sugya
Avodah Zarah 31a:10,Sugya
Avodah Zarah 31a:11-31b:3,Sugya
Avodah Zarah 31b:4-32a:1,Sugya
Avodah Zarah 32a:2-10,Sugya
Avodah Zarah 32a:11-32b:3,Sugya
Avodah Zarah 32b:4-6,Sugya
Avodah Zarah 32b:7-33a:6,Sugya
Avodah Zarah 33a:7-13,Sugya
Avodah Zarah 33a:14-33b:4,Sugya
Avodah Zarah 33b:5-34a:5,Sugya
Avodah Zarah 34a:6-34b:1,Sugya
Avodah Zarah 34b:2-5,Sugya
Avodah Zarah 34b:6-12,Sugya
Avodah Zarah 34b:13-35a:5,Sugya
Avodah Zarah 35a:6-35b:6,Sugya
Avodah Zarah 35b:7-8,Sugya
Avodah Zarah 35b:9-10,Mishnah
Avodah Zarah 35b:11-14,Sugya
Avodah Zarah 35b:15-20,Sugya
Avodah Zarah 35b:21-36b:1,Sugya
Avodah Zarah 36b:2-17,Sugya
Avodah Zarah 36b:18-37a:2,Sugya
Avodah Zarah 37a:3-12,Sugya
Avodah Zarah 37a:13-37b:1,Sugya
Avodah Zarah 37b:2-4,Sugya
Avodah Zarah 37b:5-14,Sugya
Avodah Zarah 37b:15-38a:1,Sugya
Avodah Zarah 38a:2-5,Sugya
Avodah Zarah 38a:6-9,Sugya
Avodah Zarah 38a:10-38b:4,Sugya
Avodah Zarah 38b:5-17,Sugya
Avodah Zarah 38b:18-39a:1,Sugya
Avodah Zarah 39a:2-11,Sugya
Avodah Zarah 39a:12-18,Sugya
Avodah Zarah 39a:19-39b:7,Sugya
Avodah Zarah 39b:8-11,Sugya
Avodah Zarah 39b:12-13,Mishnah
Avodah Zarah 39b:14-15,Sugya
Avodah Zarah 39b:16,Sugya
Avodah Zarah 39b:17-18,Sugya
Avodah Zarah 39b:19-40a:9,Sugya
Avodah Zarah 40a:10-40b:3,Sugya
Avodah Zarah 40b:4,Sugya
Avodah Zarah 40b:5-6,Sugya
Avodah Zarah 40b:7-11,Sugya
Avodah Zarah 40b:12,Mishnah
Avodah Zarah 40b:13-41a:3,Sugya
Avodah Zarah 41a:4-9,Sugya
Avodah Zarah 41a:10,Mishnah
Avodah Zarah 41a:11-41b:1,Sugya
Avodah Zarah 41b:2-42a:6,Sugya
Avodah Zarah 42a:7-42b:10,Sugya
Avodah Zarah 42b:11,Mishnah
Avodah Zarah 42b:12-43a:5,Sugya
Avodah Zarah 43a:6-10,Sugya
Avodah Zarah 43a:11-43b:15,Sugya
Avodah Zarah 43b:16-18,Sugya
Avodah Zarah 43b:19,Mishnah
Avodah Zarah 43b:20-44a:19,Sugya
Avodah Zarah 44b:1-3,Mishnah
Avodah Zarah 44b:4-6,Sugya
Avodah Zarah 44b:7-15,Sugya
Avodah Zarah 45a:1-4,Mishnah
Avodah Zarah 45a:5-46a:3,Sugya
Avodah Zarah 46a:4-6,Sugya
Avodah Zarah 46a:7-20,Sugya
Avodah Zarah 46a:21-46b:9,Sugya
Avodah Zarah 46b:10-47a:3,Sugya
Avodah Zarah 47a:4-12,Sugya
Avodah Zarah 47a:13-17,Sugya
Avodah Zarah 47a:18-20,Sugya
Avodah Zarah 47a:21-47b:3,Mishnah
Avodah Zarah 47b:4-8,Sugya
Avodah Zarah 47b:9,Mishnah
Avodah Zarah 47b:10-12,Sugya
Avodah Zarah 47b:13,Mishnah
Avodah Zarah 47b:14-18,Sugya
Avodah Zarah 48a:1,Mishnah
Avodah Zarah 48a:2-12,Sugya
Avodah Zarah 48a:13,Mishnah
Avodah Zarah 48a:14-15,Sugya
Avodah Zarah 48b:1,Mishnah
Avodah Zarah 48b:2-4,Sugya
Avodah Zarah 48b:5-10,Sugya
Avodah Zarah 48b:11,Mishnah
Avodah Zarah 48b:12-49a:19,Sugya
Avodah Zarah 49b:1-3,Mishnah
Avodah Zarah 49b:4-8,Sugya
Avodah Zarah 49b:9,Mishnah
Avodah Zarah 49b:10-17,Sugya
Avodah Zarah 49b:18,Mishnah
Avodah Zarah 49b:19-50a:3,Sugya
Avodah Zarah 50a:4-7,Sugya
Avodah Zarah 50a:8-50b:2,Sugya
Avodah Zarah 50b:3-11,Sugya
Avodah Zarah 50b:12-51a:4,Sugya
Avodah Zarah 51a:5-12,Sugya
Avodah Zarah 51a:13-21,Sugya
Avodah Zarah 51a:22-51b:8,Sugya
Avodah Zarah 51b:9,Mishnah
Avodah Zarah 51b:10-16,Sugya
Avodah Zarah 51b:17,Mishnah
Avodah Zarah 51b:18-20,Sugya
Avodah Zarah 51b:21-52a:15,Sugya
Avodah Zarah 52a:16-22,Sugya
Avodah Zarah 52a:23-52b:1,Sugya
Avodah Zarah 52b:2-13,Sugya
Avodah Zarah 52b:14,Mishnah
Avodah Zarah 52b:15-53a:2,Sugya
Avodah Zarah 53a:3,Mishnah
Avodah Zarah 53a:4,Sugya
Avodah Zarah 53a:5-6,Sugya
Avodah Zarah 53a:7-15,Sugya
Avodah Zarah 53a:16-53b:4,Sugya
Avodah Zarah 53b:5-11,Sugya
Avodah Zarah 53b:12,Mishnah
Avodah Zarah 53b:13,Sugya
Avodah Zarah 53b:14-15,Sugya
Avodah Zarah 53b:16-54a:1,Sugya
Avodah Zarah 54a:2-54b:2,Sugya
Avodah Zarah 54b:3-11,Sugya
Avodah Zarah 54b:12-13,Mishnah
Avodah Zarah 54b:14-55a:1,Sugya
Avodah Zarah 55a:2-10,Sugya
Avodah Zarah 55a:11-55b:2,Mishnah
Avodah Zarah 55b:3-56a:1,Sugya
Avodah Zarah 56a:2-56b:1,Sugya
Avodah Zarah 56b:2-3,Sugya
Avodah Zarah 56b:4-57a:4,Sugya
Avodah Zarah 57a:5-12,Sugya
Avodah Zarah 57a:13-57b:6,Sugya
Avodah Zarah 57b:7-58a:6,Sugya
Avodah Zarah 58a:7-58b:3,Sugya
Avodah Zarah 58b:4-6,Sugya
Avodah Zarah 58b:7-59a:4,Sugya
Avodah Zarah 59a:5-10,Sugya
Avodah Zarah 59a:11-59b:1,Sugya
Avodah Zarah 59b:2,Sugya
Avodah Zarah 59b:3-4,Sugya
Avodah Zarah 59b:5-60a:2,Sugya
Avodah Zarah 60a:3-5,Sugya
Avodah Zarah 60a:6-7,Sugya
Avodah Zarah 60a:8-60b:2,Sugya
Avodah Zarah 60b:3-4,Mishnah
Avodah Zarah 60b:5-7,Sugya
Avodah Zarah 60b:8,Sugya
Avodah Zarah 60b:9-10,Sugya
Avodah Zarah 60b:11-61a:1,Sugya
Avodah Zarah 61a:2-4,Mishnah
Avodah Zarah 61a:5-7,Sugya
Avodah Zarah 61a:8-61b:7,Sugya
Avodah Zarah 61b:8-15,Sugya
Avodah Zarah 62a:1,Mishnah
Avodah Zarah 62a:2-62b:2,Sugya
Avodah Zarah 62b:3-7,Sugya
Avodah Zarah 62b:8-63a:7,Sugya
Avodah Zarah 63a:8-11,Sugya
Avodah Zarah 63a:12-63b:11,Sugya
Avodah Zarah 63b:12-64a:7,Sugya
Avodah Zarah 64a:8-64b:1,Sugya
Avodah Zarah 64b:2-65a:5,Sugya
Avodah Zarah 65a:6-9,Sugya
Avodah Zarah 65a:10-65b:3,Sugya
Avodah Zarah 65b:4-5,Mishnah
Avodah Zarah 65b:6-11,Sugya
Avodah Zarah 66a:1-8,Sugya
Avodah Zarah 66a:9-10,Sugya
Avodah Zarah 66a:11-66b:2,Sugya
Avodah Zarah 66b:3-67a:1,Sugya
Avodah Zarah 67a:2-4,Sugya
Avodah Zarah 67a:5-6,Sugya
Avodah Zarah 67a:7-67b:2,Sugya
Avodah Zarah 67b:3-68a:2,Sugya
Avodah Zarah 68a:3-68b:10,Sugya
Avodah Zarah 68b:11-69a:4,Sugya
Avodah Zarah 69a:5-9,Mishnah
Avodah Zarah 69a:10-69b:1,Sugya
Avodah Zarah 69b:2-3,Sugya
Avodah Zarah 69b:4-11,Sugya
Avodah Zarah 69b:12-70a:1,Sugya
Avodah Zarah 70a:2-70b:5,Sugya
Avodah Zarah 70b:6-11,Sugya
Avodah Zarah 70b:12,Mishnah
Avodah Zarah 71a:1,Sugya
Avodah Zarah 71a:2,Mishnah
Avodah Zarah 71a:3-4,Sugya
Avodah Zarah 71a:5,Mishnah
Avodah Zarah 71a:6-71b:10,Sugya
Avodah Zarah 71b:11-72a:3,Sugya
Avodah Zarah 72a:4-8,Sugya
Avodah Zarah 72a:9,Sugya
Avodah Zarah 72a:10-11,Sugya
Avodah Zarah 72a:12,Mishnah
Avodah Zarah 72a:13-73a:1,Sugya
Avodah Zarah 73a:2-3,Mishnah
Avodah Zarah 73a:4-8,Sugya
Avodah Zarah 73a:9-73b:9,Sugya
Avodah Zarah 73b:10-18,Sugya
Avodah Zarah 74a:1-3,Mishnah
Avodah Zarah 74a:4-8,Sugya
Avodah Zarah 74a:9,Mishnah
Avodah Zarah 74a:10-11,Sugya
Avodah Zarah 74b:1,Mishnah
Avodah Zarah 74b:2-8,Sugya
Avodah Zarah 74b:9-75a:4,Sugya
Avodah Zarah 75a:5-12,Sugya
Avodah Zarah 75a:13-75b:1,Sugya
Avodah Zarah 75b:2-5,Sugya
Avodah Zarah 75b:6,Mishnah
Avodah Zarah 75b:7-11,Sugya
Avodah Zarah 75b:12-16,Sugya
Avodah Zarah 75b:17-76a:3,Sugya
Avodah Zarah 76a:4-16,Sugya
Avodah Zarah 76a:17-76b:1,Sugya
Avodah Zarah 76b:2-4,Sugya
